DSC07956.JPG,[ 0.32511877  2.99578027 -3.225355  ]
DSC07957.JPG,[-0.46281759  2.93593569 -3.1197391 ]
DSC07958.JPG,[-1.19162208  2.82529095 -2.9054612 ]
DSC07959.JPG,[-1.87383299  2.59126044 -2.52669401]
DSC07960.JPG,[-2.4083746   2.41208769 -2.16137699]
DSC07961.JPG,[-2.95229827  2.07879774 -1.55236135]
DSC07962.JPG,[-3.41666285  1.76599056 -0.97525615]
DSC07963.JPG,[-3.66206395  1.36055354 -0.22807816]
DSC07964.JPG,[-3.74701477  1.02327753  0.46018699]
DSC07965.JPG,[-3.73462034  0.65550055  1.11006778]
DSC07966.JPG,[-3.53897122  0.36462339  1.63782826]
DSC07967.JPG,[-3.392609   -0.00652435  2.26699531]
DSC07968.JPG,[-3.06211307 -0.33287218  2.8645683 ]
DSC07969.JPG,[-2.47596169 -0.5278415   3.25347347]
DSC07970.JPG,[-1.75514793 -0.69226968  3.5694774 ]
DSC07971.JPG,[-1.16834606 -0.82179811  3.73719519]
DSC07972.JPG,[-0.47236299 -0.95043141  3.94178821]
DSC07973.JPG,[ 0.22123761 -1.03233235  4.08156286]
DSC07974.JPG,[ 0.89117001 -1.01852696  4.05210845]
DSC07975.JPG,[ 1.52271005 -0.90779178  3.85087069]
DSC07976.JPG,[ 2.10796711 -0.68034599  3.44182027]
DSC07977.JPG,[ 2.89863817 -0.45845065  3.06026326]
DSC07978.JPG,[ 3.28427547 -0.16869991  2.50100816]
DSC07979.JPG,[3.65387132 0.24007787 1.79511088]
DSC07980.JPG,[3.71851275 0.45477402 1.240661  ]
DSC07981.JPG,[3.58742644 0.8265403  0.59480609]
DSC07982.JPG,[ 3.5224691   1.1730211  -0.08720787]
DSC07983.JPG,[ 3.35891663  1.54964591 -0.75190645]
DSC07984.JPG,[ 3.09249338  1.93058242 -1.40104761]
DSC07985.JPG,[ 2.71477739  2.23195034 -1.98428517]
DSC07986.JPG,[ 2.34856309  2.5225501  -2.53147492]
DSC07987.JPG,[ 1.84950759  2.762407   -2.98365022]
DSC07988.JPG,[ 0.92547779  2.92764584 -3.28292262]
DSC07989.JPG,[ 0.04734738  2.57717257 -3.57800339]
DSC07990.JPG,[-0.75121658  2.51262062 -3.38655215]
DSC07991.JPG,[-1.33877499  2.40835966 -3.18112525]
DSC07992.JPG,[-1.9120609   2.18065306 -2.79867266]
DSC07993.JPG,[-2.35509674  1.97107258 -2.38782444]
